feature,estimate,p,q
Gene_0393,-0.42892606774766356,3.3594908578923928e-18,7.563581668800884e-18
Gene_0394,-0.4379656232826366,7.6439198004422e-22,2.2049768655121732e-21
Gene_0395,-0.38564393871830893,2.3015362755883067e-13,3.722161092595644e-13
Gene_0396,-0.37002863830432353,0.002882066246193886,0.0029259555798922697
Gene_0397,-0.590494732346198,1.658242634430706e-6,1.9005646239893478e-6
Gene_0398,-0.45976559609593637,9.730475086203564e-16,1.8388299375502796e-15
Gene_0399,-0.4344403048916863,4.726668090087004e-19,1.132136069481917e-18
Gene_0400,-0.4150003101505878,1.6315034403674476e-16,3.268454304575855e-16
Gene_0401,-0.4487459482406523,3.8320787906628794e-7,4.49950542934976e-7
Gene_0402,-0.4063896000589849,9.034837000868801e-14,1.4974867957241106e-13
Gene_0403,-0.5582877303433477,5.527976262939061e-13,8.682685229747217e-13
Gene_0404,-0.3660013196004104,0,0
Gene_0405,-0.38048884513142234,0,0
Gene_0406,-0.4473557321083908,0,0
Gene_0407,-0.31613791157757243,7.69892206211713e-12,1.1363722600910893e-11
Gene_0408,-0.4346090111674798,5.850302481882428e-29,2.412495868817496e-28
Gene_0409,-0.4226339165821342,2.1455472424674176e-29,9.06569257380599e-29
Gene_0410,-0.41945863080208284,1.2123041965906418e-7,1.4591424632986662e-7
Gene_0411,-0.4710283464414676,1.375305695433956e-15,2.5908427543496816e-15
Gene_0412,-0.49414073712585965,1.6601515170044594e-7,1.9882054095861787e-7
Gene_0413,-0.39525449332492685,1.0811195276739337e-33,5.148188227018732e-33
Gene_0414,-0.35066765749058465,0.018100909383037152,0.018131127929586464
Gene_0415,-0.3904765197603877,6.181260876232353e-22,1.8091495247509325e-21
Gene_0416,-0.40077125006652786,6.659243860362068e-12,9.889966129250597e-12
Gene_0417,-0.5227230079314931,3.239598598402502e-7,3.8338444951508897e-7
Gene_0418,-0.36434157160776093,9.729443913271477e-20,2.437438976184921e-19
Gene_0419,-0.3673840617573967,0.0011345121277295898,0.0011706058067717177
Gene_0420,-0.4209208930054597,1.5069014196143944e-4,1.5903972766378833e-4
Gene_0421,-0.3827360361982227,1.5547069045948527e-14,2.6999251599331738e-14
Gene_0422,-0.4344399996338887,1.1272130487281737e-14,1.9775667521546905e-14
Gene_0423,-0.49155075252610553,9.402300940597539e-17,1.9123323946978044e-16
Gene_0424,-0.26622821391585244,0,0
Gene_0425,-0.46869308150083033,3.038325892122943e-11,4.3612333379755157e-11
Gene_0426,-0.5038530227453242,3.534071034577375e-4,3.6941509072237373e-4
Gene_0427,-0.5405175188818272,2.688411267148237e-21,7.265976397697937e-21
Gene_0428,-0.40094467149047675,1.1707481250630264e-23,3.77660685504202e-23
Gene_0429,-0.3984516267709603,3.337160916973755e-6,3.763715319895213e-6
Gene_0430,-0.4425752640943514,1.2412986459388777e-24,4.207792020131789e-24
Gene_0431,-0.43048446126998396,7.247264587969907e-16,1.3981860941421042e-15
Gene_0432,-0.4801517775430324,2.7688030130869695e-15,5.095956465804238e-15
Gene_0433,-0.3736429006860873,5.85160442632599e-5,6.247264512091804e-5
Gene_0434,-0.4080460560241684,7.768585303621185e-16,1.4915683782952676e-15
Gene_0435,-0.5613321034553371,0,0
Gene_0436,-0.240235495804418,0,0
Gene_0437,-0.4149021977030489,2.6848803591155296e-18,6.102000816171658e-18
Gene_0438,-0.4175348386815175,3.384166793064582e-37,1.765652239859782e-36
Gene_0439,-0.4104596173071269,7.912520851424395e-10,1.049174035547986e-9
Gene_0440,-0.446304390195469,2.0187771858483794e-19,4.96420619470913e-19
Gene_0441,-0.403009660252781,1.5882278935226893e-17,3.4155438570380413e-17
Gene_0442,-0.44629788401964055,5.079693904159209e-25,1.7719862456369333e-24
Gene_0443,-0.4338786088724978,5.94981028891095e-28,2.3486093245701117e-27
Gene_0444,-0.5061579425801274,3.16226082483566e-19,7.681605242515773e-19
Gene_0445,-0.4608178052884066,2.141498631920316e-4,2.2502612594609272e-4
Gene_0446,-0.4153777870563643,1.679714028975347e-21,4.644370587028609e-21
Gene_0447,-0.4148122881291307,5.149396432972383e-17,1.0599100719668712e-16
Gene_0448,-0.4536414395058964,1.1310184542632257e-25,4.015450133478908e-25
Gene_0449,-0.37566010346703105,3.5329319700161896e-7,4.1563905529602234e-7
Gene_0450,-0.38448364333829416,1.1549684652589992e-22,3.5628847257347014e-22
Gene_0451,-0.39879398054079707,2.6312086563183985e-24,8.795126427805233e-24
Gene_0452,-0.4230846364704035,1.3736844386731846e-23,4.407543653496849e-23
Gene_0453,-0.4243277106466966,8.168748024084624e-7,9.489349108326765e-7
Gene_0454,-0.47496203862024866,2.9922545757003436e-14,5.0931992777878186e-14
Gene_0455,-0.4592940661594882,1.9682247924338713e-10,2.6900566639187304e-10
Gene_0456,-0.5191223240410222,4.3649321453607844e-17,9.015350386287335e-17
Gene_0457,-0.40040187053798815,8.747582675042756e-15,1.5574331172182947e-14
Gene_0458,-0.4155337186681617,1.7980380767084045e-25,6.308905532310191e-25
Gene_0459,-0.45154038761985915,4.49953882372473e-18,1.0073594381473275e-17
Gene_0460,-0.4147607070069566,1.4157235518804584e-15,2.659315599882133e-15
Gene_0461,-0.5895311925253619,3.295325678583347e-9,4.238361001393372e-9
Gene_0462,-0.35677014165562515,1.987294035610309e-11,2.8801362834932017e-11
Gene_0463,-0.44873442051775025,1.2871589933604267e-30,5.576140043438672e-30
Gene_0464,-0.32623997521958,8.556153206257031e-7,9.910602169409687e-7
Gene_0465,-0.4558379228255205,6.028171901590059e-20,1.5293459369784503e-19
Gene_0466,-0.4910450072552596,2.1605599632402206e-29,9.097094582064087e-29
Gene_0467,-0.5236489296003589,0,0
Gene_0468,-0.5091654038916167,5.735686961620092e-7,6.708405803064434e-7
Gene_0469,-0.4983506567076402,4.0378873049518873e-22,1.1964110533190777e-21
Gene_0470,-0.5220850062561179,7.903999943056118e-11,1.1016027795200166e-10
Gene_0471,-0.3201795525094631,0,0
Gene_0472,-0.42995689979640694,1.834655362297635e-19,4.52071136500444e-19
Gene_0473,-0.37375689918318233,1.0881353909160195e-14,1.917419191041444e-14
Gene_0474,-0.40011048272914573,9.922519516774485e-22,2.8417716993148883e-21
Gene_0475,-0.5630596315283044,2.4690113946620927e-24,8.276015848029362e-24
Gene_0476,-0.32985193139665697,2.2985020064430318e-10,3.12367203593617e-10
Gene_0477,-0.42299993629924765,2.735706261075125e-33,1.27737257326465e-32
Gene_0478,-0.4269625159704859,8.743127821088106e-25,3.006233061692185e-24
Gene_0479,-0.35473606994944396,1.2628691592336753e-9,1.6508093584753924e-9
Gene_0480,-0.38957016898219105,7.781952693671207e-26,2.787565144001626e-25
Gene_0481,-0.3943619171496173,1.5673980032855168e-14,2.7180312195702603e-14
Gene_0482,-0.49207144593912433,6.35957512468643e-21,1.6921264189853028e-20
Gene_0483,-0.439999057564131,1.6149593702953632e-18,3.7412186184448564e-18
Gene_0484,-0.5003171749067288,0,0
Gene_0485,-0.37405534667674734,4.2669732360200576e-13,6.772973390508027e-13
Gene_0486,-0.45914281515896205,8.992795412923322e-16,1.7074927999221496e-15
Gene_0487,-0.42226195538121053,1.4398415629160632e-20,3.7642916677544136e-20
Gene_0488,-0.3904417805988006,2.6429047892886406e-20,6.82039945622875e-20
Gene_0489,-0.40836146885072644,3.839847652121181e-37,1.9947260530499643e-36
Gene_0490,-0.36748250622321005,9.601426979083057e-9,1.2128118289368071e-8
Gene_0491,-0.45087284676921474,1.6549956292839076e-23,5.295986013708505e-23
Gene_0492,-0.41754560531010443,5.211154312643686e-18,1.1601827783251249e-17
Gene_0493,-0.4251240566666332,5.1508786645286495e-19,1.22883785237264e-18
Gene_0494,-0.33413829758796426,2.4931665823287103e-10,3.3729423887197886e-10
Gene_0495,-0.42431006529245785,2.3670547994468856e-12,3.5864466658286144e-12
Gene_0496,-0.30389517293191115,1.4267181705350567e-9,1.860936744176161e-9
Gene_0497,-0.4175312331885823,2.8747099594323547e-22,8.602623319997072e-22
Gene_0498,-0.4458102912057787,1.8403694842792278e-32,8.365315837632854e-32
Gene_0499,-0.37972381420279044,6.263328202387423e-11,8.759899583758633e-11
Gene_0500,-0.2963800165203017,0.001785148772945075,0.0018293582643331254
Gene_0501,-0.4452315474270165,3.060524010335865e-17,6.420679741963353e-17
Gene_0502,-0.443122408735497,2.9358660592021473e-15,5.370486693662465e-15
Gene_0503,-0.4192131399302223,1.0860199319223112e-16,2.2051166130402256e-16
Gene_0504,-0.34695653902338214,1.7778330827770882e-4,1.8714032450285138e-4
Gene_0505,-0.4913888461273742,3.629611893826112e-11,5.1667073221724016e-11
Gene_0506,-0.36724567096733407,1.7544094176142383e-21,4.828649773250197e-21
Gene_0507,-0.5577158267079949,0,0
Gene_0508,-0.354223233624483,0.0038399542212536057,0.00389184549451379
Gene_0509,-0.3908282377764188,6.5387034994686395e-9,8.320725556057654e-9
Gene_0510,-0.38285370887654124,2.361473554512638e-15,4.373099175023404e-15
Gene_0511,-0.42522993811506277,2.420860188922598e-27,9.311000726625378e-27
Gene_0512,-0.35102603684924877,0,0
Gene_0513,-0.4651518518982993,2.150719158689515e-37,1.13195745194185e-36
Gene_0514,-0.4667829251436903,1.0001762212666276e-41,5.33427318008868e-41
Gene_0515,-0.37755904764971476,4.215082362090506e-21,1.1290399184170997e-20
Gene_0516,-0.3214893276195631,1.044878080966105e-4,1.1047169137967631e-4
Gene_0517,-0.4736924355147398,1.328401822145573e-41,7.053461002542865e-41
Gene_0518,-0.24146765774919082,0.005883694861806045,0.0059481329689698844
Gene_0519,-0.42155834396067204,9.611872897549445e-14,1.5822013000081392e-13
Gene_0520,-0.39118620723097075,0,0
Gene_0521,-0.3932915110150727,1.4274871601156187e-10,1.9644318717187413e-10
Gene_0522,-0.415605595250156,4.862480689033321e-20,1.249459705961453e-19
Gene_0523,-0.38392951568626926,1.1066856327515652e-10,1.5335135788705292e-10
Gene_0524,-0.4913449067957631,3.405251806650633e-29,1.4139453868445535e-28
Gene_0525,-0.5318453270300533,6.5644068292542326e-21,1.7427628750232476e-20
Gene_0526,-0.3476389068512502,0.016403949806521507,0.01647258557977055
Gene_0527,-0.46829991510161617,3.879098568039722e-32,1.7499692788149121e-31
Gene_0528,-0.4238267055904571,2.9013078885855523e-8,3.5526219043904726e-8
Gene_0529,-0.35154786363544155,5.823885053421664e-4,6.035114044996543e-4
Gene_0530,-0.3834474330744614,1.4368280302204127e-25,5.071157753719103e-25
Gene_0531,-0.45812796994607524,1.177192296554848e-12,1.8157207658943668e-12
Gene_0532,-0.36409447160826924,5.499467068158493e-13,8.649227368008115e-13
Gene_0533,-0.4580290143492517,6.316285310352721e-28,2.4850958598109063e-27
Gene_0534,-0.35914523923258584,5.5525137935616116e-5,5.938935860811201e-5
Gene_0535,-0.5183817530688412,1.4863165012935124e-5,1.6243896189000136e-5
Gene_0536,-0.49477773826263066,9.582242658251581e-14,1.5794905480634474e-13
Gene_0537,-0.4596328862026895,6.85399837083861e-22,1.9818790469894777e-21
Gene_0538,-0.3659310351573389,0,0
Gene_0539,-0.36061655775536317,1.0056852386983703e-5,1.1102320942392311e-5
Gene_0540,-0.47874457624780264,2.9003603599624945e-22,8.657792119291028e-22
Gene_0541,-0.5019405775963527,0,0
Gene_0542,-0.31932626933301855,0,0
Gene_0543,-0.4255151119903423,2.626830817525651e-26,9.55211206372964e-26
Gene_0544,-0.35148214390720123,8.895333556163398e-9,1.125991589387772e-8
Gene_0545,-0.41428408672110334,8.694442230340966e-7,1.0061071047646246e-6
Gene_0546,-0.5020318147918004,8.979928437167906e-10,1.1854691006162251e-9
Gene_0547,-0.25232678878180825,0,0
Gene_0548,-0.4104351162152381,8.048759960078501e-16,1.5404325282446892e-15
Gene_0549,-0.39762558714629276,1.0333986979064218e-29,4.4130905248672814e-29
Gene_0550,-0.42451206140107745,9.749120386040902e-19,2.298417379813179e-18
Gene_0551,-0.4493426630373349,1.5333296271367232e-16,3.0820696022848704e-16
Gene_0552,-0.3415000567401827,3.050317607191554e-11,4.3732152074430877e-11
Gene_0553,-0.3947205915856781,1.8761876497656402e-5,2.039334401919174e-5
Gene_0554,-0.49991909928329237,2.2483093390974893e-10,3.0589242708809375e-10
Gene_0555,-0.44690894052734675,8.114724855848631e-16,1.5505843673596112e-15
Gene_0556,-0.42874705199900787,1.2788027080953494e-12,1.9648697179441988e-12
Gene_0557,-0.35152320740597026,1.1252024041502627e-9,1.4772898085123797e-9
Gene_0558,-0.3050366135054119,0,0
Gene_0559,-0.3775716604070174,1.2490344287897576e-6,1.4411935716804895e-6
Gene_0560,-0.3767201126748339,2.342134984734971e-18,5.353451393679933e-18
Gene_0561,-0.5377070596295753,0,0
Gene_0562,-0.3572204927980603,2.255678021660934e-11,3.257296782181855e-11
Gene_0563,-0.44063845033990057,9.317779172445164e-19,2.201050198215393e-18
Gene_0564,-0.3624896049078123,2.3890471344375715e-11,3.445741059284959e-11
Gene_0565,-0.3841829415154249,1.5040094687975272e-17,3.240235839420166e-17
Gene_0566,-0.41023933438024285,7.793417911016546e-27,2.9225317166312045e-26
Gene_0567,-0.46921647684699597,2.170523896801923e-29,9.107093273294782e-29
Gene_0568,-0.3899878803957917,1.1678977913765646e-11,1.7153945528174754e-11
Gene_0569,-0.3639588316501351,4.117174449351057e-8,4.99556050477378e-8
Gene_0570,-0.4355174182738568,1.0292541556412745e-18,2.4170351991575915e-18
Gene_0571,-0.3424528737203061,3.5571440779862205e-8,4.3291814336546295e-8
Gene_0572,-0.4184225648019973,1.1747350729480864e-17,2.5491538653484695e-17
Gene_0573,-0.3611266114541439,3.289646954217132e-10,4.4305009484405825e-10
Gene_0574,-0.38204632929315485,1.1879406772447341e-11,1.7405724208714052e-11
Gene_0575,-0.3725192366109215,1.1310155409339486e-8,1.4211713603358517e-8
Gene_0576,-0.3676117109634207,4.614370380500099e-7,5.412751179472258e-7
Gene_0577,-0.37135003740249667,4.0758134630441465e-16,7.965759211161198e-16
Gene_0578,-0.4068415104007829,2.6831777933986587e-8,3.292242691286698e-8
Gene_0579,-0.4971576324018628,1.8218366407565565e-14,3.141097656476821e-14
Gene_0580,-0.33850699316476485,1.145384630999332e-8,1.4362189730399148e-8
Gene_0581,-0.4218609670070134,9.475028296036932e-15,1.6819576856870294e-14
Gene_0582,-0.3994562261384364,6.236812911175934e-13,9.77046409061504e-13
Gene_0583,-0.4396968502994818,1.0487810488025392e-15,1.978832167551961e-15
Gene_0584,-0.41437115329479723,0,0
Gene_0585,-0.328416767479098,0,0
Gene_0586,-0.44334101638103013,0,0
Gene_0587,-0.6412167170388249,1.0751051335947539e-7,1.2966092063454318e-7
Gene_0588,-0.3541527949450915,0.010923955491244471,0.010997270628769602
Gene_0589,-0.3952390672755031,0,0
Gene_0590,-0.39704693384311784,4.1286422357695103e-16,8.042809550200345e-16
Gene_0591,-0.3524549916948938,5.605220605679121e-11,7.922573294246108e-11
Gene_0592,-0.3359115792629189,1.6325381197238266e-12,2.4955996734631746e-12
Gene_0593,-0.45518841524343745,2.76854220344271e-9,3.5646466138747337e-9
Gene_0594,-0.40241370916529773,1.742216277627986e-24,5.872639138071862e-24
Gene_0595,-0.4224269122887119,9.259914282089183e-25,3.1657826605433103e-24
Gene_0596,-0.5205549604947197,5.3260271371118585e-34,2.5463077946351516e-33
Gene_0597,-0.3724655000626622,2.607946821967006e-15,4.822089655408948e-15
Gene_0598,-0.4951539111343266,1.3038377114279269e-5,1.4288632454004677e-5
Gene_0599,-0.6359752574722807,0,0
Gene_0600,-0.3918653550803108,1.4351057698097321e-5,1.5712836895726993e-5
Gene_0601,-0.4598849710274746,3.304137297453037e-27,1.2627276295998867e-26
Gene_0602,-0.4187539447959389,4.1273635829759834e-6,4.637487171883128e-6
Gene_0603,-0.4432196317593268,2.533231317231422e-19,6.178612968857126e-19
Gene_0604,-0.4012743807934146,0.0011767132684138088,0.001213106462282277
Gene_0605,-0.4289189905714149,5.659028027287821e-17,1.1628139782098265e-16
Gene_0606,-0.4036941479141735,6.314436766519914e-10,8.391278095043076e-10
Gene_0607,-0.31870986562630643,7.697296413406832e-7,8.95034466675213e-7
Gene_0608,-0.4755737451158085,7.688728246130589e-43,4.174875065772266e-42
Gene_0609,-0.49207209295345383,0,0
Gene_0610,-0.4149796795024472,3.9085514314651596e-17,8.100624728425201e-17
Gene_0611,-0.3685619966618592,7.006106019210267e-13,1.0947040655016043e-12
Gene_0612,-0.4303270764953004,3.3338610815694773e-37,1.7470014401237434e-36
Gene_0613,-0.3140714946934056,3.733861105035651e-15,6.768328287073688e-15
Gene_0614,-0.34961103627762924,0,0
Gene_0615,-0.3441683497534554,3.2314859457990892e-6,3.6513965489255246e-6
Gene_0616,-0.3615688576915557,1.0993013845458062e-14,1.9342546355644682e-14
Gene_0617,-0.4434369156745179,8.60510140549509e-6,9.543550542138733e-6
Gene_0618,-0.46452581694518613,1.0096612590986455e-23,3.2657507032840284e-23
Gene_0619,-0.4446648543111805,6.53968546033814e-16,1.2637073353310414e-15
Gene_0620,-0.42907733404460957,5.134901935951309e-11,7.274949614098667e-11
Gene_0621,-0.4704941492259628,0,0
Gene_0622,-0.04521343157279989,5.453901000361992e-35,2.7269505001809958e-34
Gene_0623,-0.46432239098643674,0,0
Gene_0624,-0.2735055494536656,0,0
Gene_0625,-0.3982960303043567,1.1010665476358771e-14,1.9345239489942206e-14
Gene_0626,-0.5075788018000489,3.4120558536176656e-8,4.165276728729602e-8
Gene_0627,-0.528459197266232,1.3684230677539275e-7,1.6453984782612356e-7
Gene_0628,-0.4989811723302858,0,0
Gene_0629,-0.4413524181531007,2.4674553745583515e-19,6.030440833951165e-19
Gene_0630,-0.35234362281583115,5.856406782576005e-18,1.2966214278766063e-17
Gene_0631,-0.37352620484534216,4.246959627502557e-11,6.031185269826116e-11
Gene_0632,-0.44430380791903235,2.3314124797738264e-20,6.029515033897827e-20
Gene_0633,-0.3972748291648125,3.0606538129211934e-22,9.113609368499832e-22
Gene_0634,-0.4142985745754675,8.787193951343562e-11,1.2204436043532725e-10
Gene_0635,-0.44592737108174074,2.085589592232428e-14,3.5752964438270194e-14
Gene_0636,-0.4324423528100069,0,0
Gene_0637,-0.40266607460440995,2.178108335429706e-12,3.3043362863661784e-12
Gene_0638,-0.4096146825264222,9.108506299841658e-4,9.42259272397413e-4
Gene_0639,-0.47019259844856914,2.2675759421463795e-33,1.067094561010061e-32
Gene_0640,-0.3646679636951053,0,0
Gene_0641,-0.3824684985893538,1.985888348492034e-8,2.45676909091798e-8
Gene_0642,-0.4310564865386738,7.510609424252948e-5,7.954749610859256e-5
Gene_0643,-0.5366399266989724,1.5132505014955106e-10,2.077689475737543e-10
Gene_0644,-0.3042958640111219,7.917812296561652e-9,1.0051457721645463e-8
Gene_0645,-0.38229182452639493,6.471163452967934e-6,7.223624319592113e-6
Gene_0646,-0.40877341945263124,5.504491658869097e-12,8.195272941244314e-12
Gene_0647,-0.3972427878860387,4.660471002894029e-5,5.002294457489118e-5
Gene_0648,-0.37919211597008257,1.0050560530674441e-17,2.1888698070434353e-17
Gene_0649,-0.3525428550828726,0.0012859357130534741,0.0013222989337310787
Gene_0650,-0.40985656946380544,1.4024973852554588e-12,2.152169900647763e-12
Gene_0651,-0.43323595233279,1.0148688256208096e-12,1.56938478188785e-12
Gene_0652,-0.6520483709316531,0,0
Gene_0653,-0.3657014017642678,2.0104343250442846e-8,2.4820176852398573e-8
Gene_0654,-0.4239360324585605,6.993095213506164e-14,1.168762431226657e-13
Gene_0655,-0.46533131110980414,8.850751503026252e-30,3.793179215582679e-29
Gene_0656,-0.39277507318569055,1.6460004797508675e-14,2.850217280953883e-14
Gene_0657,-0.4234595359827143,2.078925002189386e-14,3.568969960840148e-14
Gene_0658,-0.4698805901135485,1.5211205640408394e-5,1.6609141736569675e-5
Gene_0659,-0.3453039766472272,1.2929601463019406e-6,1.4904439726823522e-6
Gene_0660,-0.3407148237796897,1.7692634200627208e-14,3.059245106736693e-14
Gene_0661,-0.41310563620665897,5.289693108338873e-9,6.745623517541601e-9
Gene_0662,-0.43609275857537744,6.880941165538187e-20,1.7420104216552375e-19
Gene_0663,-0.3839889488227417,1.9992117205999327e-18,4.604710296967215e-18
Gene_0664,-0.46536714306188004,1.0250407164383665e-26,3.808200804105386e-26
Gene_0665,-0.35394547292802353,2.7233408806892e-6,3.0917777264210407e-6
Gene_0666,-0.46403254389633225,3.0942955808033157e-21,8.325458961802643e-21
Gene_0667,-0.3547643005158124,1.9400775435701694e-11,2.8151064719276945e-11
Gene_0668,-0.41457705642258896,5.6338912635836206e-11,7.953728842706288e-11
Gene_0669,-0.42582109212557534,5.049180054837408e-13,7.972389560269593e-13
Gene_0670,-0.370961861083614,5.422340466097432e-13,8.539118844247925e-13
Gene_0671,-0.31487139163875316,5.758828663437277e-4,5.972856003565023e-4
Gene_0672,-0.39992209393488554,4.8584229140232145e-30,2.0896442640960062e-29
Gene_0673,-0.18706068390151306,9.31794680053894e-241,5.675906680531334e-240
Gene_0674,-0.4075605822761694,5.040807565461881e-12,7.514247302551871e-12
Gene_0675,-0.41046359788535636,2.1559698729013475e-17,4.5871699423432925e-17
Gene_0676,-0.413822777108816,1.3502085186399193e-19,3.3476244263799657e-19
Gene_0677,-0.419197334386571,2.651934879677001e-13,4.254440983439039e-13
Gene_0678,-0.4102764265657829,3.3354301379229526e-16,6.540059093966574e-16
Gene_0679,-0.3557805960409609,2.7223616110594976e-9,3.50895159320236e-9
Gene_0680,-0.4581452941774634,1.3638328147341263e-14,2.3822407244264215e-14
Gene_0681,-0.38297289557404657,7.956599730658983e-16,1.525226785429837e-15
Gene_0682,-0.3852218592599514,1.3397482788278406e-284,8.506338278272003e-284
Gene_0683,-0.1591577429813445,1.0855831324839705e-275,6.820417586286725e-275
Gene_0684,-0.4200868346061397,3.674047541811821e-35,1.844710062834387e-34
Gene_0685,-0.5930441656302309,1.4437663131001476e-22,4.430996357340607e-22
Gene_0686,-0.5005753594979854,0,0
Gene_0687,-0.42178881969575316,1.9062679630922464e-14,3.2772515124795066e-14
Gene_0688,-0.4882102555263469,0,0
Gene_0689,-0.404840716927496,2.967958816675234e-4,3.105100767227795e-4
Gene_0690,-0.3031222429245943,0.0013727274215793173,0.0014103363920335453
Gene_0691,-0.3580442164701179,4.3440391892764616e-14,7.321414363949092e-14
Gene_0692,-0.3733754911355933,6.159831314493561e-7,7.183476751595989e-7
Gene_0693,-0.32176104066401295,0,0
Gene_0694,-0.40405715980806267,8.843730494841063e-16,1.6818504903025793e-15
Gene_0695,-0.29934699819214655,7.708757518664758e-4,7.981457310092935e-4
Gene_0696,-0.3366032969550383,0,0
Gene_0697,-0.4059165222205207,5.918720966217946e-7,6.915740174743461e-7
Gene_0698,-0.4125089172572081,5.551934649750277e-6,6.22065506974821e-6
Gene_0699,-0.48218133934760715,1.0573836536389625e-35,5.353841284247911e-35
Gene_0700,-0.41623733999895907,1.9364303442663927e-13,3.140157315026583e-13
Gene_0701,-0.2960853242192726,0,0
Gene_0702,-0.48281792399242723,0,0
Gene_0703,-0.431007112286493,4.958424007640736e-16,9.643612332526553e-16
Gene_0704,-0.37800089695272,1.691698767957233e-15,3.152233729112856e-15
Gene_0705,-0.4058194462018916,2.639071675004658e-15,4.872132323085523e-15
Gene_0706,-0.44078209850696903,1.7125883550698283e-5,1.863196759822116e-5
Gene_0707,-0.4308317282611175,4.12924024652405e-12,6.1784143339511975e-12
Gene_0708,-0.36091517914641413,3.476001170908835e-15,6.329592420471323e-15
Gene_0709,-0.3855345698613816,1.2802729713817701e-21,3.606402736286676e-21
Gene_0710,-0.49482727386699477,1.7416031337140618e-10,2.3830373551389675e-10
Gene_0711,-0.45721278820147815,2.7367785721259712e-14,4.6782539694461045e-14
Gene_0712,-0.33687716227241643,8.995650989690503e-6,9.958285228439673e-6
Gene_0713,-0.45890034669687135,1.3865428451846384e-26,5.1195428129894346e-26
Gene_0714,-0.47974636357498934,0,0
Gene_0715,-0.47173682646914883,4.260979780763834e-9,5.456964500444611e-9
Gene_0716,-0.3955048803751975,0,0
Gene_0717,-0.37930824990545425,2.003814318774423e-5,2.1741204182000972e-5
Gene_0718,-0.4445728193875941,9.224830309923904e-14,1.5247653404832898e-13
Gene_0719,-0.3030646123075369,0,0
Gene_0720,-0.4074875436526079,1.5313504657123339e-12,2.3439037740494906e-12
Gene_0721,-0.42444728074338667,9.136306381579563e-14,1.512216228675238e-13
Gene_0722,-0.4774093281343957,6.154238852698869e-11,8.617370622215452e-11
Gene_0723,-0.5062020248423618,3.064045680114627e-5,3.3095002845522524e-5
Gene_0724,-0.4090468336475338,2.502887375698472e-4,2.62540633814525e-4
Gene_0725,-0.4031782394778443,1.4684180368333954e-4,1.5511458135564034e-4
Gene_0726,-0.43878460098453914,1.4850563772456304e-19,3.674366294215993e-19
Gene_0727,-0.43794171650862534,1.4138723214277992e-11,2.0590373613026204e-11
Gene_0728,-0.37495290093692846,4.6014042401028516e-18,1.0282467575648829e-17
Gene_0729,-0.4475688580887539,1.3838367079330027e-9,1.8069684978450526e-9
Gene_0730,-0.4369605548124774,1.1777265336967705e-11,1.7277161863522308e-11
Gene_0731,-0.4161082010363488,7.612153966403532e-12,1.1263359753001527e-11
Gene_0732,-0.43648845254361396,1.9132148386170108e-16,3.8200629057244806e-16
Gene_0733,-0.4256825074656833,5.152188870763818e-13,8.124345131296428e-13
Gene_0734,-0.30357195763220335,0,0
Gene_0735,-0.4249327780992132,9.666847818514679e-27,3.60255198205516e-26
Gene_0736,-0.3721443173662372,2.5760655073493246e-12,3.888400765810302e-12
Gene_0737,-0.47391281746174524,7.112918775899773e-35,3.527067161603194e-34
Gene_0738,-0.40322188981008555,1.5420099133512375e-6,1.7707290871018995e-6
Gene_0739,-0.39021300673036097,3.5554927561359855e-13,5.651114314388321e-13
Gene_0740,-0.4622492066932704,4.6037249764760115e-28,1.8232574164261433e-27
Gene_0741,-0.3976223247303094,1.3546828131294346e-18,3.1504251468126385e-18
Gene_0742,-0.3447176426882788,5.827303729081158e-14,9.766430830862276e-14
Gene_0743,-0.4114772889409304,1.4913757163661465e-10,2.050000984695734e-10
Gene_0744,-0.44623824250839766,2.632646494961413e-36,1.344330125086679e-35
Gene_0745,-0.3894971373774105,5.65462687905975e-20,1.4437345223131279e-19
Gene_0746,-0.39639644689537756,1.4888251652925127e-26,5.463578588229405e-26
Gene_0747,-0.4200342072755774,1.3615781008776576e-16,2.746039867316284e-16
Gene_0748,-0.3889402776598703,2.463403708573178e-19,6.030440833951165e-19
Gene_0749,-0.3262287614849689,2.0529644926649454e-7,2.4415831429117293e-7
Gene_0750,-0.4159860669672399,3.4877716508696607e-15,6.341403001581201e-15
Gene_0751,-0.44768241175155166,1.633994588359363e-18,3.778022169617024e-18
Gene_0752,-0.39772114518491386,1.0024237235168908e-24,3.407672714505011e-24
Gene_0753,-0.36335457895692624,7.370169555861222e-9,9.368859604908332e-9
Gene_0754,-0.44283218593182155,4.490856422181854e-10,5.994469084113709e-10
Gene_0755,-0.4487911362956856,5.70106736845266e-15,1.0226129808883696e-14
Gene_0756,-0.39594659479747363,2.846800632812483e-17,6.01436753411088e-17
Gene_0757,-0.4819113345045528,7.297391387544586e-33,3.368026794251347e-32
Gene_0758,-0.4656491397655927,3.1168078144570508e-28,1.2425811884878608e-27
Gene_0759,-0.43026245399819146,4.588560730271656e-22,1.3562248463857112e-21
Gene_0760,-0.4469534459253896,3.5774353945826823e-9,4.596276738221861e-9
Gene_0761,-0.47500449172749515,0,0
Gene_0762,-0.445545184579216,1.946552993440299e-26,7.121535341854753e-26
Gene_0763,-0.49389901164818073,0,0
Gene_0764,-0.5104239046438085,7.073203539357433e-18,1.5602654866229633e-17
